full_name,first_name,last_name,height
Ryan REED,Ryan,REED,185.24494271158798
Harold HERRMANN,Harold,HERRMANN,176.97608121730394
Tyrone HARTWICK,Tyrone,HARTWICK,188.5691510117952
Roger LOPEZ,Roger,LOPEZ,174.8057904143384
Jessie LEE,Jessie,LEE,175.97954377367924
Anthony VORWALD,Anthony,VORWALD,191.61904464953756
Charles WILLIAMS,Charles,WILLIAMS,168.56382357233065
Jack HOLLOWAY,Jack,HOLLOWAY,181.9714679683503
Arthur PHUNG,Arthur,PHUNG,171.70928905147383
Johnnie CAIN,Johnnie,CAIN,181.2746344520223
Craig GREENFIELD,Craig,GREENFIELD,192.9213865333829
Floyd GLASSON,Floyd,GLASSON,180.45967883921656
Brian CLARK,Brian,CLARK,163.50201901773147
William BADIE,William,BADIE,174.14892672318422
Mark ESTRADA,Mark,ESTRADA,179.87242337861966
Wesley MARCHESE,Wesley,MARCHESE,173.20717444517737
Fred STIMSON,Fred,STIMSON,199.15342396896685
Ralph MATHEW,Ralph,MATHEW,175.66078425091618
Robert ANDERSON,Robert,ANDERSON,191.59834173736147
Lyle MCQUEEN,Lyle,MCQUEEN,172.55114684871515
Merle FAIRCLOTH,Merle,FAIRCLOTH,179.132830524812
James DELISSER,James,DELISSER,172.76109011279644
Forrest FULKERSON,Forrest,FULKERSON,181.8198177239116
Wesley HUGHES,Wesley,HUGHES,187.1677186069509
Howard HORTON,Howard,HORTON,165.84343460511306
Chad CRAVEN,Chad,CRAVEN,175.2620793449345
Joseph HRITZ,Joseph,HRITZ,181.72187026713644
Kevin WYATT,Kevin,WYATT,170.77171719236094
Justin CARTER,Justin,CARTER,161.61770716515394
William DAVIS,William,DAVIS,189.22329385683054
Micheal ABDULLAH,Micheal,ABDULLAH,187.8763420654636
James HENDRICKS,James,HENDRICKS,176.27720723266918
David NEELEY,David,NEELEY,175.90588756193472
Patrick MCCARTY,Patrick,MCCARTY,184.66300374836933
Vincent LESE,Vincent,LESE,175.15953820819414
Miguel KARPINSKI,Miguel,KARPINSKI,189.0182338876929
Chester STRAUB,Chester,STRAUB,174.64520249537102
Timothy HANKINS,Timothy,HANKINS,166.22105799202092
Marcos WATERFIELD,Marcos,WATERFIELD,173.29043290395026
Evan NELSON,Evan,NELSON,182.53494719911325
Clyde ARCHER,Clyde,ARCHER,171.60546138556361
William REYNOLDS,William,REYNOLDS,166.9884462557081
Garrett GEDDINGS,Garrett,GEDDINGS,179.29007080857522
Adam FREDRICKSON,Adam,FREDRICKSON,182.4383016903889
Chester CHAMBERS,Chester,CHAMBERS,180.73549015482845
Walter VASILOFF,Walter,VASILOFF,169.03286652296748
Amanda STANLEY,Amanda,STANLEY,145.83478678020833
Sheri STEARNS,Sheri,STEARNS,169.77377969439775
Linda HUNTLEY,Linda,HUNTLEY,165.76769793777743
Isabel HARDIN,Isabel,HARDIN,172.32723960435123
Luella MCGILL,Luella,MCGILL,159.9261637093174
Elinor PERRY,Elinor,PERRY,156.79027486762672
Sarah MONTGOMERY,Sarah,MONTGOMERY,177.33311244299824
Dora HAHN,Dora,HAHN,160.82389546861586
Mckenzie ACOSTA,Mckenzie,ACOSTA,164.32690908959643
Janette ESLICK,Janette,ESLICK,170.15907103085158
Diane GOMEZ,Diane,GOMEZ,155.0152373961059
Linda JACKSON,Linda,JACKSON,153.41935029682574
Ariel JACOBY,Ariel,JACOBY,172.82737389493414
Patricia TAYLOR,Patricia,TAYLOR,172.01188737383816
Joan HALL,Joan,HALL,155.5117659510864
Mary SUGGS,Mary,SUGGS,158.86750380116672
Amanda EDMONDS,Amanda,EDMONDS,168.3442996471427
Kathryn CHAPLIN,Kathryn,CHAPLIN,177.50135880104563
Retta POLCHOW,Retta,POLCHOW,160.04959155828317
Edna SMITH,Edna,SMITH,153.82396872223808
Lora HODGSON,Lora,HODGSON,164.62871729332738
Ida JOHNSON,Ida,JOHNSON,170.58775153434908
Gaye WIBLE,Gaye,WIBLE,165.3573209063457
Leta HEWITT,Leta,HEWITT,177.29332191257808
Nettie SHORR,Nettie,SHORR,163.43220584820796
Stephanie MURRAY,Stephanie,MURRAY,166.06325455711678
Donna DUTE,Donna,DUTE,172.7332377395212
Hilda GUIDO,Hilda,GUIDO,168.08067627127045
Kassandra BERRY,Kassandra,BERRY,160.21235183037504
Porsha COLLICHIO,Porsha,COLLICHIO,171.86950598848898
Ellen GEORGE,Ellen,GEORGE,150.7670366613257
Helen KITZMILLER,Helen,KITZMILLER,163.30197533769876
Irene AUSTIN,Irene,AUSTIN,171.50449578966268
Naomi SMITH,Naomi,SMITH,165.1681237023944
Diana KHOV,Diana,KHOV,158.503837513547
Judith CASTRO,Judith,CASTRO,170.42333541552443
Robin GOKEY,Robin,GOKEY,168.5271553672029
Ashton DEMERCHANT,Ashton,DEMERCHANT,158.90998518910285
Diane HIGGINS,Diane,HIGGINS,163.31339665267217
Clara GREER,Clara,GREER,160.11468494860014
Cleo BROWNING,Cleo,BROWNING,166.54174853455893
Minnie LINKER,Minnie,LINKER,164.85344340898885
Lottie HAYNE,Lottie,HAYNE,175.4139888584794
Marilyn CAFFREY,Marilyn,CAFFREY,167.75595533759346
Reva BORSA,Reva,BORSA,174.9019393709165
Georgia DAIGLE,Georgia,DAIGLE,164.12692526157593
Valerie WOOD,Valerie,WOOD,170.42048933544928
Elizabeth STOVALL,Elizabeth,STOVALL,163.67738561234518
Alana HARDESTY,Alana,HARDESTY,153.47405579834728
Nicole HERRERA,Nicole,HERRERA,170.5693177345225
Harriet GREENBERG,Harriet,GREENBERG,165.15645322840228
Margaret JUSTICE,Margaret,JUSTICE,160.59478886221484
Virginia WEIR,Virginia,WEIR,164.5468289832659
Katherine MURPHY,Katherine,MURPHY,170.5047307597566
Marilyn REED,Marilyn,REED,164.33210393982785
Ruth GILMAN,Ruth,GILMAN,154.055544388038
Elinor STREHLE,Elinor,STREHLE,165.92849195422443
Georgia ROCKETT,Georgia,ROCKETT,156.95066338501928
Edith HEARON,Edith,HEARON,153.12084803042018
Mary MCPHERSON,Mary,MCPHERSON,160.37459094137918
Frances KIRKLAND,Frances,KIRKLAND,162.8441423670502
Diana BENSINGER,Diana,BENSINGER,173.4408425215979
Sheila BURKHARDT,Sheila,BURKHARDT,163.77959155317154
Nellie BRYAN,Nellie,BRYAN,164.4597107312473
Alyssa BRINKMAN,Alyssa,BRINKMAN,158.71097116834324
Minnie BUNT,Minnie,BUNT,167.6489125680534
Ethel LUCAS,Ethel,LUCAS,168.93936890224956
Ximena DREXLER,Ximena,DREXLER,160.96762396633514
Claudette RUSSELL,Claudette,RUSSELL,169.24573512589217
Amanda LENNON,Amanda,LENNON,173.25969827109535
Effie DRAPER,Effie,DRAPER,163.51611863700222
Julie POLASKI,Julie,POLASKI,158.79025729160043
Margaret WILLIAMS,Margaret,WILLIAMS,170.33664464172213
Adrienne KAUFFMAN,Adrienne,KAUFFMAN,170.32819233450078
Amber YUN,Amber,YUN,170.72020921773918
Florence OREN,Florence,OREN,180.57682830685079
Hettie SUMMERS,Hettie,SUMMERS,165.86047642104344
Anna RANDALL,Anna,RANDALL,167.0255822074818
Rita SMITH,Rita,SMITH,160.63809788118098
Tracy HENRY,Tracy,HENRY,168.84881886022256
Tonya OIEN,Tonya,OIEN,178.78889125421088
Logan VILLA,Logan,VILLA,167.17763533143096
Teresa HART,Teresa,HART,161.56236625994472
Teresa CONTINO,Teresa,CONTINO,161.76707564261162
Margaret WAIT,Margaret,WAIT,156.52147414790767
Emilia NEGRON,Emilia,NEGRON,155.49358295670572
Louise CHIU,Louise,CHIU,161.24178707965999
Shirley RIVERA,Shirley,RIVERA,164.6519505641673
Tatiana JONES,Tatiana,JONES,166.03977980754644
Margaret GONZALES,Margaret,GONZALES,157.79569270168142
Della HOPKINS,Della,HOPKINS,167.76101072480554
Karlee GAVIN,Karlee,GAVIN,169.7502266515488
Brandi MARTINEZ,Brandi,MARTINEZ,168.83140072682053
Ebony ZURAWSKI,Ebony,ZURAWSKI,161.37268980269033
Danielle SRIVASTAVA,Danielle,SRIVASTAVA,161.9994599691716
Marie HOLLOWAY,Marie,HOLLOWAY,163.40539429883972
Nancy HOPKINS,Nancy,HOPKINS,170.54749934704614
Laurie PHAM,Laurie,PHAM,162.58265167861927
Lara AVERY,Lara,AVERY,173.43786334554432
Anna LASHLEY,Anna,LASHLEY,166.14483355898088
Margaret HILSON,Margaret,HILSON,163.89209808859027
Cecelia COBB,Cecelia,COBB,155.0421403029601
Margaret LUCAS,Margaret,LUCAS,161.34121353186697
Donna BROWN,Donna,BROWN,161.95248608044432
Connie HERNANDEZ,Connie,HERNANDEZ,164.37979874977498
Kelly WORLEY,Kelly,WORLEY,172.79770585101363
Ida PEREZ,Ida,PEREZ,174.9356205031144
Freda WILLIAMS,Freda,WILLIAMS,163.44239388221027
Pamela DAVIS,Pamela,DAVIS,158.95528078655644
Lena COULTER,Lena,COULTER,159.27319317203342
Nancy CRANE,Nancy,CRANE,159.63794709640922
Teresa MARTINEZ,Teresa,MARTINEZ,164.90917181129788
Maria MITCHELL,Maria,MITCHELL,177.1939508872896
Laura GARDNER,Laura,GARDNER,157.00883999152433
Esta SIMMONS,Esta,SIMMONS,169.48189123830593
Connie REESE,Connie,REESE,165.41342034058974
Tilda WALKER,Tilda,WALKER,172.31378084903884
Anna PETERSON,Anna,PETERSON,168.10221486231728
Claudia KARPOWICZ,Claudia,KARPOWICZ,162.34495653810447
Susie WILLIAMS,Susie,WILLIAMS,161.98379453171836
Marguerite FILLIUS,Marguerite,FILLIUS,159.03560721569073
Mattie REYNOSA,Mattie,REYNOSA,154.747954932638
Kayla FARHAT,Kayla,FARHAT,177.28745662449566
Myrtle ALLARD,Myrtle,ALLARD,175.29918117883713
Jannie HAMANN,Jannie,HAMANN,170.96866628675397
Betsy CHOATE,Betsy,CHOATE,178.70293928879417
Delma BEARDSLEY,Delma,BEARDSLEY,173.88264242901488
Taylor RAPP,Taylor,RAPP,165.5809270089415
Bettie MILEY,Bettie,MILEY,161.85239829941537
Judith PENNINGTON,Judith,PENNINGTON,160.6323463542414
Catalina LEWIS,Catalina,LEWIS,159.740265906527
Chandra BRAFMAN,Chandra,BRAFMAN,163.45278673589272
Christine NEWMAN,Christine,NEWMAN,167.70659270127615
Kathryn ADAMS,Kathryn,ADAMS,163.85619241482036
Kristine SPRINKLE,Kristine,SPRINKLE,169.9865767133913
Rachel WESTFALL,Rachel,WESTFALL,162.44385920293155
Jennifer RUIZ,Jennifer,RUIZ,163.44471120084918
Elizabeth RENDER,Elizabeth,RENDER,156.58564023748534
Bettie KESHISHIAN,Bettie,KESHISHIAN,177.32925749024741
Wendy SANDRIDGE,Wendy,SANDRIDGE,169.262685407394
Myrtle NALL,Myrtle,NALL,168.24783458230968
Laura CURNAN,Laura,CURNAN,157.69950440487943
Maude GABLER,Maude,GABLER,176.1928117429902
Veronica MCLAREN,Veronica,MCLAREN,166.94508440899776
Emilee WRIGHT,Emilee,WRIGHT,161.19964978871698
Laura WILMOTH,Laura,WILMOTH,159.34956284068463
Gearldine DUGGAN,Gearldine,DUGGAN,171.17961274693462
Bernice TRENT,Bernice,TRENT,165.94992025363445
Charlotte MOORE,Charlotte,MOORE,167.27234445017842
Rita BENSON,Rita,BENSON,166.58093866175096
Nicole ASHLEY,Nicole,ASHLEY,161.83687689241296
Catherine JONES,Catherine,JONES,163.46656026258194
Carole BASTARDO,Carole,BASTARDO,167.9401633391578
Opal MAGANA,Opal,MAGANA,174.74298616369816
Suzanne WESTERMAN,Suzanne,WESTERMAN,163.7317731797248
Fannie TAFF,Fannie,TAFF,155.92878050057578
Clara SLAVEY,Clara,SLAVEY,166.2788050566604
Ruth PAIGE,Ruth,PAIGE,176.1255576716654
Barbara LOPEZ,Barbara,LOPEZ,176.26554045110518
Susan STANKIEWICZ,Susan,STANKIEWICZ,165.38586038053688
Mary PRIHODA,Mary,PRIHODA,163.50632897622071
Mamie CLARK,Mamie,CLARK,160.18355588278945
Susan WATSON,Susan,WATSON,175.32676086106403
Audrey SHOEMAKER,Audrey,SHOEMAKER,149.79130123615278
Melva TOBIN,Melva,TOBIN,160.18059656797516
Christina OAKS,Christina,OAKS,169.85098694347965
Lena CAMPBELL,Lena,CAMPBELL,182.29477117937768
Cathy ASBURY,Cathy,ASBURY,157.85963923206836
Pauline ATKINS,Pauline,ATKINS,158.3162568674426
Holly DERHEIM,Holly,DERHEIM,153.64158055114407
Margaret WARFIELD,Margaret,WARFIELD,169.59458598157588
Angela CARTER,Angela,CARTER,179.9292787699099
Vina KHANAM,Vina,KHANAM,157.43999871727033
Barbara SCRIMA,Barbara,SCRIMA,165.53733326057775
Teresa HILDE,Teresa,HILDE,168.6978923361147
Kristen HARP,Kristen,HARP,165.74661423047527
Flora GUSTAFSON,Flora,GUSTAFSON,186.41115945378343
Elizabeth BUDZISZEWSKI,Elizabeth,BUDZISZEWSKI,167.4999644762723
Amy LA,Amy,LA,160.84330207290049
Edith HENDERSON,Edith,HENDERSON,174.05632324523026
Lillian SHANNON,Lillian,SHANNON,150.8753567537628
Mary REYNEN,Mary,REYNEN,177.9038795108821
Zariah EAST,Zariah,EAST,163.99918788636856
Rose PINEDA,Rose,PINEDA,169.1805899407183
Raven BEDWELL,Raven,BEDWELL,152.23878104152473
Thelma BENNETT,Thelma,BENNETT,158.31215880677854
Shawna ADAMS,Shawna,ADAMS,167.55407594528248
Elizabeth SHIELDS,Elizabeth,SHIELDS,159.75062689224737
Carrie PARRILLI,Carrie,PARRILLI,171.6223037160225
Helen MCCALL,Helen,MCCALL,165.1239515973672
Helen SAYLOR,Helen,SAYLOR,175.50830920024336
Lettie FONSECA,Lettie,FONSECA,162.2532933093515
Sandra MARSE,Sandra,MARSE,157.16221949761245
Vera MATLICK,Vera,MATLICK,162.6746285867369
Evelyn CHOATE,Evelyn,CHOATE,181.88747504308097
Esther HIGEL,Esther,HIGEL,170.75202932514182
Ella STRONG,Ella,STRONG,168.29942196115914
Laura VALE,Laura,VALE,160.4327992038121
Mary PILKINGTON,Mary,PILKINGTON,169.6476913013351
Savannah DUPREE,Savannah,DUPREE,159.40264210820646
Francis ASCIOLLA,Francis,ASCIOLLA,169.85065291961618
Eva SHUMAKER,Eva,SHUMAKER,145.76977341682925
Ashley ANSHUTZ,Ashley,ANSHUTZ,170.6696076671959
Jamie WORLEY,Jamie,WORLEY,166.45003786760972
Kandice CUNNINGHAM,Kandice,CUNNINGHAM,169.11945988901684
Deborah BUSWELL,Deborah,BUSWELL,161.1249428120554
Ellen MCDONALD,Ellen,MCDONALD,164.5200395862316
Joseph BUSH,Joseph,BUSH,162.6254968993628
Judy TORRES,Judy,TORRES,155.73269645049598
Bonnie GOODE,Bonnie,GOODE,168.8689212519139
Fannie THOMPSON,Fannie,THOMPSON,166.0556273141606
Jane WIECHMAN,Jane,WIECHMAN,159.27115955339875
Fannie GOULD,Fannie,GOULD,161.73066151725456
Emma PETERSON,Emma,PETERSON,165.23123161853974
Doris DUNN,Doris,DUNN,164.41394519413691
Precious BOLES,Precious,BOLES,158.4291759831305
Verna SMITH,Verna,SMITH,167.93017288092506
Bertha REAMES,Bertha,REAMES,159.95369534011135
Edythe TWADDLE,Edythe,TWADDLE,163.64395039485404
Rosa MELGOZA,Rosa,MELGOZA,157.11221719004936
Frances MONTALBANO,Frances,MONTALBANO,156.85631096185628
Lillie DUELL,Lillie,DUELL,165.09726562213103
Amanda PORRES,Amanda,PORRES,157.3241929723675
Viola GARINO,Viola,GARINO,179.09995390981834
Chelsea HOLLAND,Chelsea,HOLLAND,169.5703394579685
Mary ALBERTS,Mary,ALBERTS,169.7368600387826
Claudia LONG,Claudia,LONG,148.67854572498834
Jeanne ODOM,Jeanne,ODOM,172.8925753841246
Christie CONLEY,Christie,CONLEY,169.73477896975922
Ruth SNODGRASS,Ruth,SNODGRASS,154.73976569994255
Lillie BLAKE,Lillie,BLAKE,165.4026240668925
Mina LEJEUNE,Mina,LEJEUNE,154.2363043879139
Mary KERNER,Mary,KERNER,173.7978204223566
Elizabeth HUA,Elizabeth,HUA,156.57237936194375
Marissa QUILES,Marissa,QUILES,168.58943172797333
Anna WHITFIELD,Anna,WHITFIELD,161.15457472784692
Eleanor BOLIN,Eleanor,BOLIN,170.93527023867583
Elizabeth CECI,Elizabeth,CECI,167.72053121381896
Edith TU,Edith,TU,179.36260900078994
Samantha TARANTO,Samantha,TARANTO,165.47989546131546
Ida SUTPHIN,Ida,SUTPHIN,174.37081573149135
Lillian CZAJKOWSKI,Lillian,CZAJKOWSKI,167.03055839036168
Hazel WRIGHT,Hazel,WRIGHT,163.29732798916828
Martha HILL,Martha,HILL,172.52288888863762
Janna VASQUEZ,Janna,VASQUEZ,170.55354726592003
Kimberly GRIMES,Kimberly,GRIMES,169.60791385850112
Ednah CUMINGS,Ednah,CUMINGS,153.0352274646825
Evelyn DUBOIS,Evelyn,DUBOIS,158.7049830667102
Nicole HAUGHT,Nicole,HAUGHT,161.58208536367235
Tanisha SIMMONS,Tanisha,SIMMONS,172.91449767314722
Barbara JENKINS,Barbara,JENKINS,161.64958300388432
Grace CLAYBAUGH,Grace,CLAYBAUGH,174.380437070267
Donna CAIN,Donna,CAIN,175.35715533110334
Evelyn RAYMOND,Evelyn,RAYMOND,158.17592308968733
Minnie GREENLEE,Minnie,GREENLEE,169.09162106710048
Claudia DESCHENEAUX,Claudia,DESCHENEAUX,167.73231582436262
Frances COLUMBER,Frances,COLUMBER,167.87147235829303
Virginia GROVES,Virginia,GROVES,165.71510232647918
Laurie SMITH,Laurie,SMITH,167.26900957193598
Catherine WHITMIRE,Catherine,WHITMIRE,167.84924453622102
Donna ADKINS,Donna,ADKINS,158.34668222135494
Megan JACKSON,Megan,JACKSON,153.01826355663113
Emily FIEDLER,Emily,FIEDLER,159.94970369877836
Mildred TUCKER,Mildred,TUCKER,163.76510141628208
Sonja GUY,Sonja,GUY,163.56277981084168
Sarah FITZGERALD,Sarah,FITZGERALD,167.64144529084422
Hope CARTER,Hope,CARTER,161.03349991786678
Itzel NIGHTINGALE,Itzel,NIGHTINGALE,169.1971887941427
Mary SANCHEZ,Mary,SANCHEZ,159.17305313332983
Susan KEELER,Susan,KEELER,155.5663766559883
Victoria MARTINEZ,Victoria,MARTINEZ,166.38672254436358
Amanda THAI,Amanda,THAI,165.14053830703264
Ann EATON,Ann,EATON,161.45601427065424
Kimberly SHEPHERD,Kimberly,SHEPHERD,168.51760724909101
Chloe LEE,Chloe,LEE,169.4056322501709
Lenore HUNT,Lenore,HUNT,165.72421637892808
Diane BURNS,Diane,BURNS,166.60576716579666
Colleen FRANCIS,Colleen,FRANCIS,175.64505283799568
Jacqueline WILKERSON,Jacqueline,WILKERSON,164.31200350419456
Linda CAICEDO,Linda,CAICEDO,168.60867523105375
Tracy MARSHALL,Tracy,MARSHALL,154.97742231264866
Karen PEREZ,Karen,PEREZ,166.4328620831592
Berniece SPRATT,Berniece,SPRATT,169.41558139610828
Mary VENEGAS,Mary,VENEGAS,172.50098148909376
Mildred REMY,Mildred,REMY,152.1872787780362
Lillian POST,Lillian,POST,158.24142715082064
Mary CALZADA,Mary,CALZADA,174.40266361370436
Lisa JARAMILLO,Lisa,JARAMILLO,162.53739036217638
Constance SANDERSON,Constance,SANDERSON,165.73836539948786
Laura HENDERSON,Laura,HENDERSON,165.4706935291128
Charlotte THOMPSON,Charlotte,THOMPSON,158.1957707700957
Lydia POFF,Lydia,POFF,161.3060813942715
Jennifer ELLIS,Jennifer,ELLIS,164.79778479086232
Abby SHULICK,Abby,SHULICK,148.9056128026175
Irene MULLINS,Irene,MULLINS,154.90709573597252
Lucy BENEFIEL,Lucy,BENEFIEL,155.67396642392717
Skylar KOSKELA,Skylar,KOSKELA,169.45484982821742
Mary PICHETTE,Mary,PICHETTE,173.1443774106644
Kelli MESSER,Kelli,MESSER,175.2962428580461
Eleanor OCONNELL,Eleanor,OCONNELL,169.1692990729231
Margaret KEMMERER,Margaret,KEMMERER,157.85458362469785
Gertrude BRAUGHLER,Gertrude,BRAUGHLER,167.44739379694516
Tanya PARKER,Tanya,PARKER,159.8085130833691
Harriet SCHNEIDER,Harriet,SCHNEIDER,171.68704880075074
Catherine MASON,Catherine,MASON,178.7863925195897
Donna COOKS,Donna,COOKS,165.71267773806963
Melissa TERRELL,Melissa,TERRELL,164.90450477909823
Debra BARNES,Debra,BARNES,170.01590026809052
Tiffany PEMBERTON,Tiffany,PEMBERTON,170.83425922660058
Betty EVICK,Betty,EVICK,157.77107619113414
Frances PACHECO,Frances,PACHECO,157.9239307163823
Kelly JORDAN,Kelly,JORDAN,175.1144468481373
Melinda HERNANDEZ,Melinda,HERNANDEZ,153.1927772835254
Denise SKELTON,Denise,SKELTON,158.92490815761718
Amber MINOR,Amber,MINOR,177.65350153947216
Rene OGILVIE,Rene,OGILVIE,158.23694831128049
Nancy FOLK,Nancy,FOLK,158.16800777810982
Jade MILLER,Jade,MILLER,162.30533283513907
Marci HENRY,Marci,HENRY,165.7095652855661
Rena CLARK,Rena,CLARK,163.34109786733535
Dana WOLPIN,Dana,WOLPIN,158.491738873765
Brenda LEAKS,Brenda,LEAKS,159.68506965950272
Maryann SANABRIA,Maryann,SANABRIA,152.94143325452578
Vanessa EPPERSON,Vanessa,EPPERSON,149.85554806836697
Allison THOMPSON,Allison,THOMPSON,171.60548432584042
Mary SIMPKINS,Mary,SIMPKINS,160.39824245150422
Gloria WILSON,Gloria,WILSON,171.82721138527296
Mabel KIRBY,Mabel,KIRBY,152.9557408292526
Bertha ROARK,Bertha,ROARK,169.17151485649705
Christine FAXON,Christine,FAXON,167.3295043236789
Christine DALEY,Christine,DALEY,152.59774690426053
Ella WUESTEWALD,Ella,WUESTEWALD,177.0922752352438
Evelyn MCLELLAN,Evelyn,MCLELLAN,173.64027290919392
Belinda FREEMAN,Belinda,FREEMAN,177.83627503730276
Miriam POTH,Miriam,POTH,171.00153162135777
Loretta PEREZ,Loretta,PEREZ,163.8355902398337
Jill SNYDER,Jill,SNYDER,155.19390515991648
Lillie DADA,Lillie,DADA,168.29849565097334
Lois GAVIN,Lois,GAVIN,160.08683454399085
Emily DELEON,Emily,DELEON,171.4333183124461
Elizabeth MONTES,Elizabeth,MONTES,160.75187855071013
Carmen PIERCE,Carmen,PIERCE,157.00790284487135
Lessie GALE,Lessie,GALE,162.04339612974707
Emily BANKS,Emily,BANKS,158.92976895022446
Hilary SILVA,Hilary,SILVA,161.19759151322094
Yolanda BEVINS,Yolanda,BEVINS,180.23608651513084
Penelope PHILLIPS,Penelope,PHILLIPS,158.04143202414954
Mary DARRAGH,Mary,DARRAGH,167.4231642350341
Melissa CLINE,Melissa,CLINE,163.05268029356637
Gwendolyn OLIVER,Gwendolyn,OLIVER,171.36086433934952
Virginia THOMPSON,Virginia,THOMPSON,155.27818707642547
Stella WOODS,Stella,WOODS,158.21842794138132
Nellie HANIFF,Nellie,HANIFF,169.7536416291727
Lillian HALL,Lillian,HALL,173.80777317350092
Brittany ORTA,Brittany,ORTA,164.67401838651512
Claudette NORRELL,Claudette,NORRELL,166.85486352835414
Marguerite SILVA,Marguerite,SILVA,160.01559330536352
Sharon MCGRADY,Sharon,MCGRADY,151.63272064673174
Stacie KAGE,Stacie,KAGE,163.62697837074768
Brittany MANNING,Brittany,MANNING,164.98543415966972
Melva GOMEZ,Melva,GOMEZ,161.88232310482937
Justine WILLIAMSON,Justine,WILLIAMSON,168.790435909934
Vivian WHITIS,Vivian,WHITIS,172.90425140431512
Edith CRUZ,Edith,CRUZ,167.51245189169728
Celia BLOME,Celia,BLOME,161.76865983987094
Margaret BARTON,Margaret,BARTON,175.46362631672326
Myra BORELL,Myra,BORELL,171.98715866102137
Susan BEGNAUD,Susan,BEGNAUD,169.25915299465188
Janice GARCIA,Janice,GARCIA,167.6757457241403
Gail BARNETT,Gail,BARNETT,147.52713163924406
Carrie GLATZ,Carrie,GLATZ,161.8848591546675
Sarah ANDERS,Sarah,ANDERS,169.4849138856137
Lynn PARHAM,Lynn,PARHAM,171.03799256867117
Marina LEYBA,Marina,LEYBA,161.40754042973666
Erica JORDAN,Erica,JORDAN,178.42681069394087
Margaret REES,Margaret,REES,159.279680362921
Marie EDWARDS,Marie,EDWARDS,157.37441589261806
Bertha OGREN,Bertha,OGREN,162.8373854415121
Clara LEHEW,Clara,LEHEW,157.73206924379502
Jerry BETHEL,Jerry,BETHEL,160.8860437795681
Tina LIU,Tina,LIU,156.77305774397396
Emilee JAY,Emilee,JAY,178.37326412849785
Lula MOA,Lula,MOA,172.20439166502578
Desirae HARDING,Desirae,HARDING,176.8209062189799
Joan BEACH,Joan,BEACH,168.52203882635337
Margaret EARNHARDT,Margaret,EARNHARDT,157.48448539823943
Teresa DAY,Teresa,DAY,168.32361761173067
Megan CARTER,Megan,CARTER,176.87670982314592
Beverly MAXWELL,Beverly,MAXWELL,171.5590996590913
Heather MCCHESNEY,Heather,MCCHESNEY,151.6866345919837
Anna SCHEELE,Anna,SCHEELE,159.73843920754788
Lydia HERNANDEZ,Lydia,HERNANDEZ,163.71134142950368
Dora HENNING,Dora,HENNING,169.95062290736402
Lida KEITH,Lida,KEITH,166.66776875633417
Ashley SMITH,Ashley,SMITH,160.63033475445755
Marie LAMBERT,Marie,LAMBERT,162.78237352020824
Rhonda BORDEN,Rhonda,BORDEN,162.84998287575354
Sandra WEST,Sandra,WEST,168.22882499996916
Ethel RADA,Ethel,RADA,178.5217659127393
Alexandra COULOMBE,Alexandra,COULOMBE,164.62868264523266
Edith DUVAL,Edith,DUVAL,161.6844681726947
Rosetta KINZER,Rosetta,KINZER,152.7155741917983
Margaret SHIELDS,Margaret,SHIELDS,152.16203599273817
Jill BRYAN,Jill,BRYAN,156.87639547344708
Amy ALTICK,Amy,ALTICK,153.02507014997659
Sarah ESTRADA,Sarah,ESTRADA,169.17054976929094
Holly ROBBINS,Holly,ROBBINS,165.04417290737388
Krista MEYERS,Krista,MEYERS,152.6609966754173
Bonnie ZHAO,Bonnie,ZHAO,167.67408491405945
Hannah DILLMAN,Hannah,DILLMAN,165.81317831782164
Lettie STONE,Lettie,STONE,174.12815050425732
Fannie MILSAP,Fannie,MILSAP,157.5046956475456
Eva VEGA,Eva,VEGA,177.9289835717329
Ida WRONSKI,Ida,WRONSKI,163.66577395821412
Maxine MENDEZ,Maxine,MENDEZ,164.08078142957734
Cynthia COHEN,Cynthia,COHEN,170.31871559767694
Blanche FUSCO,Blanche,FUSCO,147.22882699946638
Roberta SINGLETON,Roberta,SINGLETON,154.54004288162974
Jill ALMESTICA,Jill,ALMESTICA,173.849008286373
Rachel MAGANA,Rachel,MAGANA,159.1880695719884
Veronica VALLE,Veronica,VALLE,170.71864299025955
Virginia ULLOA,Virginia,ULLOA,163.503519545168
Dorothy SOM,Dorothy,SOM,175.1645135427958
Louise MELLS,Louise,MELLS,160.49157001545302
Julia JOHNSON,Julia,JOHNSON,160.42025006413843
Mary WIDMAN,Mary,WIDMAN,155.8438304503355
Dorothy MICKEY,Dorothy,MICKEY,171.38717628120227
Dorothy HARRIOTT,Dorothy,HARRIOTT,175.91978771470437
Lindsey ALVAREZ,Lindsey,ALVAREZ,157.53753546462147
Mikayla DEANE,Mikayla,DEANE,177.26909960781163
Sabra LEE,Sabra,LEE,172.69607503183582
Bertha POULIN,Bertha,POULIN,176.9840412321403
Joan STEVENS,Joan,STEVENS,161.07259960109633
Margaret BAKER,Margaret,BAKER,178.16784208068404
Claire PUENTES,Claire,PUENTES,158.81759231185265
Virginia PEDROW,Virginia,PEDROW,164.77404951981322
Beulah MATTHEWS,Beulah,MATTHEWS,171.21437293633096
Mary COX,Mary,COX,175.77182768109273
Emma CHAVEZ,Emma,CHAVEZ,154.35585548956632
